"true_model","noise_type","time_sampling","noise_parameter","distinct_model_parameters","distinct_runs","run_no","maximum_SM","slope_param_SM","midpoint_SM","final_asymptoteIntensity_ratio_DSM","maximum_DSM","slope1_param_DSM","midpoint1_param_DSM","slope2_param_DSM","midPoint_distance_param_DSM","n_samples","t_min","t_max"
"SM","multiplicative","uniform",0.6,6,1,706,19.3146165670129,1.07228476898669,4.98498053848743,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.6,7,1,707,18.2485899913125,5.23890022281143,4.17281011864543,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.6,8,1,708,19.760726014385,3.37236297234768,21.0166434980929,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.6,9,1,709,19.5969852476846,0.742359827646317,12.7270358204842,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.6,10,1,710,4.97940465135034,0.169146874767137,6.75857176445425,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,1,1,711,11.0727337987162,0.198409295560782,18.0940630026162,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,2,1,712,2.05275419647805,0.0834210618512431,20.7633003462106,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,3,1,713,11.9684263642645,2.86601852511144,12.1636267136782,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,4,1,714,4.16085294703953,0.802672370141856,13.291345378384,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,5,1,715,14.5519046827219,0.269020670966744,18.1952496282756,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,6,1,716,11.8972183717648,1.47221781642988,20.9344663862139,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,7,1,717,8.76108677773736,1.05296483655269,15.9402876980603,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,8,1,718,18.0780971277738,3.72668911750946,10.9139929823577,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,9,1,719,19.0639530554879,0.0875460595282898,14.8976887632161,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.75,10,1,720,3.4370946997311,1.04221421538595,21.5348142106086,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,1,1,721,2.4556318274932,1.12237686211525,20.153339445591,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,2,1,722,17.3674007266527,7.7209933768978,9.37967213429511,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,3,1,723,7.24067085271236,1.02952999177555,3.38360979035497,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,4,1,724,17.3901741092326,0.783168200684669,3.77114048413932,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,5,1,725,18.7968274060171,1.77915212775378,3.4309529364109,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,6,1,726,18.4905677227536,1.29357515739148,13.1955796480179,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,7,1,727,5.15656201371457,0.482619419726781,17.6360522434115,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,8,1,728,17.9768597264774,0.629405994815339,22.2970964815468,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,9,1,729,12.8904529619962,2.06731513980589,20.9523782171309,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",0.9,10,1,730,13.3709783466766,0.939378405111474,24.7343741096556,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,1,1,731,15.6879235429689,1.29016930014126,6.24176206067204,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,2,1,732,4.3156704906607,13.1822465828365,10.2994055170566,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,3,1,733,12.8779783958569,0.306707397995688,5.02111742645502,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,4,1,734,4.13914326706436,0.336694492676394,11.0162182990462,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,5,1,735,13.4933606551494,3.63811215535149,20.4186797719449,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,6,1,736,7.44806648215745,0.163828588217453,17.3468455709517,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,7,1,737,5.65775769478641,1.22495191703336,4.76352934353054,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,8,1,738,2.94149597575888,0.617894593045111,25.1635884605348,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,9,1,739,1.88395269745961,0.403991056131464,11.0517105124891,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.05,10,1,740,19.2074079287006,0.609169436121989,22.249433292076,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,1,1,741,9.51855099555105,1.90252185487234,7.12370187789202,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,2,1,742,1.25950545198284,0.051426394589655,15.1163756567985,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,3,1,743,13.1544872061349,0.102543689877813,26.0297223608941,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,4,1,744,16.3760957512073,0.592941046483348,11.7300222069025,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,5,1,745,16.4889019658323,0.812686189623672,7.51153772324324,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,6,1,746,18.111087136576,0.209135045171934,22.2158192340285,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,7,1,747,11.8469182975357,6.23748914927898,14.6619647797197,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,8,1,748,2.14904864896089,1.5706556371542,18.4069253336638,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,9,1,749,19.9935719029745,0.580900772108861,8.13338895700872,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.2,10,1,750,16.7920221331995,2.67382426560209,8.77171688899398,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,1,1,751,15.8441631301073,1.35460451814665,17.0305827520788,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,2,1,752,4.29814679671545,0.325163156948965,16.6929875705391,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,3,1,753,7.96722306748852,0.979766109399814,9.93425704166293,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,4,1,754,15.6305896482896,0.0920949294340798,8.92782409675419,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,5,1,755,8.79831280498765,41.7452338633524,4.69352890178561,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,6,1,756,10.6593196009519,6.59581037681409,8.58369961939752,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,7,1,757,8.72284352097195,1.77535345119688,13.9287289381027,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,8,1,758,11.5754564776318,3.89518196228803,23.7905391901731,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,9,1,759,14.0909395425813,0.0362802988438595,16.7007700782269,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.35,10,1,760,6.71656028281432,0.562355109515583,11.3812648281455,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,1,1,761,4.68124895847868,0.64195839119071,12.4328933805227,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,2,1,762,3.84575806527864,1.6560110833646,22.2493603471667,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,3,1,763,16.0776672192849,0.170248564538128,11.0132592748851,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,4,1,764,17.4294627903495,1.07695412175777,22.6103456486017,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,5,1,765,10.911958897626,0.463709008724418,3.499491116032,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,6,1,766,4.37540600104257,46.4223612611512,18.8485556188971,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,7,1,767,16.0991646375973,2.24039331579603,14.7284117583185,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,8,1,768,1.41841759036761,0.115130080094938,19.4237595275044,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,9,1,769,10.4702145494055,1.05967432101173,13.7514527644962,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","uniform",1.5,10,1,770,10.3261449351907,0.181254269744496,7.37387382052839,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,1,1,771,11.1017074124888,1.29544300128354,17.7326509393752,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,2,1,772,18.9126336347079,0.155356493901295,3.89052284695208,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,3,1,773,16.0118927024538,5.57206608238098,14.7624697890133,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,4,1,774,6.89690459279809,3.16130175930411,5.57283625379205,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,5,1,775,6.85620318388101,0.797752568573899,13.9145413823426,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,6,1,776,6.78257999427151,16.6544053576409,9.92728936113417,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,7,1,777,5.03162348349579,0.274500662745507,26.3887285161763,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,8,1,778,4.72435306557454,2.80632094465593,18.3677552528679,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,9,1,779,12.409312616149,1.444297199249,21.423960858956,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0,10,1,780,5.71739841969684,0.489780708630382,19.6446984820068,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,1,1,781,4.4736927280901,0.129760815746246,5.98948536068201,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,2,1,782,5.20301488027908,1.00079898752756,10.727927075699,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,3,1,783,19.7680362974294,0.351916958282247,25.6782339233905,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,4,1,784,12.3492761682021,1.30772322524156,11.224490493536,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,5,1,785,4.15134718203917,4.17397882510731,20.3346382733434,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,6,1,786,15.2841098222882,1.23696027957024,16.0166423488408,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,7,1,787,1.84244773341343,0.257577922437823,26.7881354335696,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,8,1,788,16.3083058241755,1.93070877744393,4.68446607515216,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,9,1,789,19.9035699260887,0.227333498967133,10.4499797578901,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.15,10,1,790,14.6438190189889,0.999791784067367,19.8644927814603,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,1,1,791,6.0738943569595,0.357848687129967,4.67547819949687,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,2,1,792,15.3045975425513,0.211478982690401,20.7841314263642,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,3,1,793,5.69721537979785,0.0449496375224596,24.662536310032,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,4,1,794,13.4197294937447,0.511628383014323,17.2225885502994,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,5,1,795,5.78575479369611,4.43258994820665,12.1710323542356,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,6,1,796,10.390161428065,1.71546380650754,3.62071120552719,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,7,1,797,19.4911930891452,1.85854440821561,20.7551772147417,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,8,1,798,14.6020737406332,0.599926079732476,8.27879174798727,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,9,1,799,3.18850367609411,6.27578382891959,5.38764704950154,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.3,10,1,800,10.6766866798513,1.02215513617073,14.3451070860028,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,1,1,801,15.8869897058932,1.86791516190124,16.6216800995171,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,2,1,802,11.6118131480413,1.92665585028016,26.0889298953116,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,3,1,803,18.7673272271873,0.547929478407362,16.9349470585585,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,4,1,804,3.38286806223914,0.407815895537527,6.26617665030062,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,5,1,805,13.9355537631549,6.05184972613065,7.63117229193449,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,6,1,806,16.7633823578479,0.787326713245949,6.64552143774927,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,7,1,807,2.14233876410872,4.31060496069639,12.6737386900932,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,8,1,808,12.8771853856975,4.57122294302096,3.20260320045054,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,9,1,809,17.4342659575399,0.861464366472519,13.2371225897223,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.45,10,1,810,3.81364828853402,24.4931887309711,21.1355527192354,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,1,1,811,0.623671061126515,0.0046679162022107,21.3351437598467,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,2,1,812,9.14019379953388,1.18678046070396,3.49726939201355,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,3,1,813,19.5931691015838,1.33854122594697,12.7503406405449,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,4,1,814,19.3551474217093,2.49586983688916,20.7712846063077,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,5,1,815,7.20342153846286,0.201128222458976,15.3012927565724,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,6,1,816,7.25166732508223,3.24678580092041,15.7489869855344,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,7,1,817,19.4165947077097,1.92466821100126,22.7125796377659,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,8,1,818,5.5309698273195,12.4195010376482,12.5528452266008,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,9,1,819,10.6765015488956,9.17291536516981,21.5730894953012,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.6,10,1,820,3.46216597293969,1.67764459632031,9.61909562721848,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,1,1,821,15.6546808768762,1.3475656208697,20.8039625734091,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,2,1,822,2.26322207234334,0.658185657738635,3.19695457443595,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,3,1,823,17.29325005922,5.39119763629452,22.2175639383495,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,4,1,824,2.73065422361251,0.139303795641563,3.18238551914692,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,5,1,825,1.88935890481807,0.55321915104108,18.9319161325693,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,6,1,826,15.644479932799,0.230592683216248,16.0740647166967,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,7,1,827,19.813197678118,238.825983199967,13.505202781409,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,8,1,828,3.16203013749327,2.32324220488528,3.90231489390135,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,9,1,829,5.90165161096957,2.38205182143735,17.9144293628633,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.75,10,1,830,10.2933025697246,1.2703560605624,13.8601496256888,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,1,1,831,17.283173677884,0.0433694500902679,13.0012240950018,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,2,1,832,5.37885709365364,1.46089950927276,18.8258471488953,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,3,1,833,14.4673478181241,0.0154073098505246,26.2977510150522,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,4,1,834,7.24022587242071,0.783800891463908,22.4517156891525,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,5,1,835,2.16765153042506,1.02888335050424,16.9047097954899,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,6,1,836,17.0455203334801,0.387030761851731,4.45977985672653,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,7,1,837,5.91667707820889,0.436146262203628,14.6861229334027,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,8,1,838,12.6158014378278,1.34170519638601,6.65256194584072,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,9,1,839,1.17998278986197,1.45839141476192,8.69283070787787,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",0.9,10,1,840,19.9683106047334,1.04717986756564,19.3603712394834,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,1,1,841,17.4350697832881,30.1097757873674,22.5087968744338,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,2,1,842,15.9957151640207,1.18317467171787,25.4930519387126,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,3,1,843,15.0584693587385,3.48940139146463,17.4782990254462,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,4,1,844,15.5482307012193,0.026687911081016,14.3968342524022,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,5,1,845,15.8016187870642,6.67771731126864,15.9230075161904,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,6,1,846,3.68233971595764,0.453982494205119,26.5580380316824,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,7,1,847,1.30478469415102,0.718561523691759,8.97670558467507,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,8,1,848,12.5375382459722,1.07098774083587,9.90022225677967,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,9,1,849,4.16612745923921,2.47436857280416,18.8842199686915,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.05,10,1,850,18.9689835676691,5.22831425394945,19.3840162251145,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,1,1,851,2.50116403426509,8.54144692816176,3.3759155664593,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,2,1,852,19.0947424680926,1.47928762577416,16.200987322256,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,3,1,853,2.8252025547903,2.04419954256274,8.24820466339588,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,4,1,854,19.9624547569314,11.0115652056917,7.85583007335663,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,5,1,855,19.1031815903727,3.541008658486,10.0423347037286,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,6,1,856,19.8160278397379,1.06468298401192,17.4316003862768,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,7,1,857,8.26626348744612,1.20892118748178,19.2161678429693,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,8,1,858,11.5485341196181,3.77624374002603,10.4844296313822,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,9,1,859,11.3705002863426,2.73567145998753,21.4393996708095,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.2,10,1,860,3.66528209224343,4.70132328587756,11.39041152969,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,1,1,861,7.30093466653489,0.0454440199832258,4.94122133776546,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,2,1,862,14.690959867998,0.141155546814654,10.1027125418186,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,3,1,863,11.8882619817974,0.152686256312882,23.3932577278465,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,4,1,864,4.54538407833315,1.56750115489292,4.00667013041675,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,5,1,865,2.37736026020721,6.02414589817903,7.01268005557358,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,6,1,866,16.1129912394797,4.16479385239159,19.9394540581852,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,7,1,867,1.70930429024156,0.736783912304572,18.7875342406332,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,8,1,868,15.8658634943655,3.85761818693505,15.9234285447747,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,9,1,869,19.7275496270275,1.09988226538555,13.273167623207,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.35,10,1,870,18.3989034568425,0.0287509964368222,18.887438820675,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,1,1,871,0.519705727999099,11.8506864275427,24.2323506586254,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,2,1,872,1.5144747924991,0.121301022832535,12.1947564538568,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,3,1,873,13.7426007746486,0.855228675351373,24.8211105186492,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,4,1,874,18.2382722040173,1.46231316894605,25.0835909228772,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,5,1,875,5.77565589593723,0.58661302096881,19.5347363725305,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,6,1,876,9.51427981038578,0.659304502167831,8.42733060568571,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,7,1,877,8.87743937713094,32.76915020471,11.4733644258231,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,8,1,878,15.046774675441,0.682071651081994,22.8765217456967,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,9,1,879,2.71875467251521,0.218539988158087,7.7900920137763,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_0.5_1.5",1.5,10,1,880,19.7056505366461,0.62704520405109,7.25285500846803,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,1,1,881,17.8011524694506,0.986665904574796,22.7521558273584,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,2,1,882,1.20415114029311,0.83901061477235,23.0387870594859,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,3,1,883,12.9744288762799,0.0426351046321265,10.9411038123071,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,4,1,884,16.683410082804,2.77778375051562,25.2345391698182,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,5,1,885,1.21579234192614,6.4812539933037,11.1014733854681,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,6,1,886,16.3109013223788,1.1349833555162,26.6909918356687,NA,NA,NA,NA,NA,NA,55,3,30
"SM","multiplicative","beta_2_2",0,7,1,887,6.10153863946907,5.49414419249709,4.01965047977865,NA,NA,NA,NA,NA,NA,55,3,30
